Year,StateFIPS,CongressionalDistrict,StateName,StateAbbreviation,ACSKey,ACSCount
2010,4,1,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",21860
2010,4,1,"Arizona","AZ","MaleWhiteNonHispanic18To24",19778
2010,4,1,"Arizona","AZ","MaleWhiteNonHispanic25To44",48813
2010,4,1,"Arizona","AZ","MaleWhiteNonHispanic45To64",68812
2010,4,1,"Arizona","AZ","MaleWhiteNonHispanic65To74",28765
2010,4,1,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",18299
2010,4,1,"Arizona","AZ","Female18To24",36306
2010,4,1,"Arizona","AZ","Female25To44",81197
2010,4,1,"Arizona","AZ","Female45To64",104246
2010,4,1,"Arizona","AZ","Female65To74",37539
2010,4,1,"Arizona","AZ","Female75AndOver",27904
2010,4,1,"Arizona","AZ","Male18To24",43791
2010,4,1,"Arizona","AZ","Male25To44",99057
2010,4,1,"Arizona","AZ","Male45To64",102894
2010,4,1,"Arizona","AZ","Male65To74",36051
2010,4,1,"Arizona","AZ","Male75AndOver",22291
2010,4,2,"Arizona","AZ","FemaleWhiteNonHispanic18To24",21716
2010,4,2,"Arizona","AZ","FemaleWhiteNonHispanic25To44",76659
2010,4,2,"Arizona","AZ","FemaleWhiteNonHispanic45To64",96468
2010,4,2,"Arizona","AZ","FemaleWhiteNonHispanic65To74",44280
2010,4,2,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",42003
2010,4,2,"Arizona","AZ","MaleWhiteNonHispanic18To24",22638
2010,4,2,"Arizona","AZ","MaleWhiteNonHispanic25To44",75966
2010,4,2,"Arizona","AZ","MaleWhiteNonHispanic45To64",90689
2010,4,2,"Arizona","AZ","MaleWhiteNonHispanic65To74",42462
2010,4,2,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",33326
2010,4,2,"Arizona","AZ","Female18To24",38605
2010,4,2,"Arizona","AZ","Female25To44",122986
2010,4,2,"Arizona","AZ","Female45To64",123791
2010,4,2,"Arizona","AZ","Female65To74",50765
2010,4,2,"Arizona","AZ","Female75AndOver",46997
2010,4,2,"Arizona","AZ","Male18To24",37328
2010,4,2,"Arizona","AZ","Male25To44",119893
2010,4,2,"Arizona","AZ","Male45To64",115604
2010,4,2,"Arizona","AZ","Male65To74",46379
2010,4,2,"Arizona","AZ","Male75AndOver",36462
2010,4,3,"Arizona","AZ","FemaleWhiteNonHispanic18To24",19957
2010,4,3,"Arizona","AZ","FemaleWhiteNonHispanic25To44",69032
2010,4,3,"Arizona","AZ","FemaleWhiteNonHispanic45To64",82015
2010,4,3,"Arizona","AZ","FemaleWhiteNonHispanic65To74",23534
2010,4,3,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",18581
2010,4,3,"Arizona","AZ","MaleWhiteNonHispanic18To24",19419
2010,4,3,"Arizona","AZ","MaleWhiteNonHispanic25To44",67133
2010,4,3,"Arizona","AZ","MaleWhiteNonHispanic45To64",74748
2010,4,3,"Arizona","AZ","MaleWhiteNonHispanic65To74",20328
2010,4,3,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",14682
2010,4,3,"Arizona","AZ","Female18To24",28972
2010,4,3,"Arizona","AZ","Female25To44",98941
2010,4,3,"Arizona","AZ","Female45To64",98747
2010,4,3,"Arizona","AZ","Female65To74",27017
2010,4,3,"Arizona","AZ","Female75AndOver",20402
2010,4,3,"Arizona","AZ","Male18To24",30012
2010,4,3,"Arizona","AZ","Male25To44",96975
2010,4,3,"Arizona","AZ","Male45To64",89786
2010,4,3,"Arizona","AZ","Male65To74",22397
2010,4,3,"Arizona","AZ","Male75AndOver",15536
2010,4,4,"Arizona","AZ","FemaleWhiteNonHispanic18To24",6614
2010,4,4,"Arizona","AZ","FemaleWhiteNonHispanic25To44",24231
2010,4,4,"Arizona","AZ","FemaleWhiteNonHispanic45To64",23053
2010,4,4,"Arizona","AZ","FemaleWhiteNonHispanic65To74",5777
2010,4,4,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",5612
2010,4,4,"Arizona","AZ","MaleWhiteNonHispanic18To24",7276
2010,4,4,"Arizona","AZ","MaleWhiteNonHispanic25To44",28424
2010,4,4,"Arizona","AZ","MaleWhiteNonHispanic45To64",23280
2010,4,4,"Arizona","AZ","MaleWhiteNonHispanic65To74",5694
2010,4,4,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",3529
2010,4,4,"Arizona","AZ","Female18To24",41769
2010,4,4,"Arizona","AZ","Female25To44",105323
2010,4,4,"Arizona","AZ","Female45To64",64334
2010,4,4,"Arizona","AZ","Female65To74",12879
2010,4,4,"Arizona","AZ","Female75AndOver",10048
2010,4,4,"Arizona","AZ","Male18To24",44374
2010,4,4,"Arizona","AZ","Male25To44",115974
2010,4,4,"Arizona","AZ","Male45To64",66878
2010,4,4,"Arizona","AZ","Male65To74",12186
2010,4,4,"Arizona","AZ","Male75AndOver",7890
2010,4,5,"Arizona","AZ","FemaleWhiteNonHispanic18To24",23949
2010,4,5,"Arizona","AZ","FemaleWhiteNonHispanic25To44",52992
2010,4,5,"Arizona","AZ","FemaleWhiteNonHispanic45To64",75304
2010,4,5,"Arizona","AZ","FemaleWhiteNonHispanic65To74",23064
2010,4,5,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",20598
2010,4,5,"Arizona","AZ","MaleWhiteNonHispanic18To24",27621
2010,4,5,"Arizona","AZ","MaleWhiteNonHispanic25To44",61162
2010,4,5,"Arizona","AZ","MaleWhiteNonHispanic45To64",69591
2010,4,5,"Arizona","AZ","MaleWhiteNonHispanic65To74",19344
2010,4,5,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",14759
2010,4,5,"Arizona","AZ","Female18To24",38634
2010,4,5,"Arizona","AZ","Female25To44",85711
2010,4,5,"Arizona","AZ","Female45To64",92876
2010,4,5,"Arizona","AZ","Female65To74",27032
2010,4,5,"Arizona","AZ","Female75AndOver",22886
2010,4,5,"Arizona","AZ","Male18To24",45438
2010,4,5,"Arizona","AZ","Male25To44",92765
2010,4,5,"Arizona","AZ","Male45To64",84252
2010,4,5,"Arizona","AZ","Male65To74",22458
2010,4,5,"Arizona","AZ","Male75AndOver",15387
2010,4,6,"Arizona","AZ","FemaleWhiteNonHispanic18To24",23849
2010,4,6,"Arizona","AZ","FemaleWhiteNonHispanic25To44",82210
2010,4,6,"Arizona","AZ","FemaleWhiteNonHispanic45To64",93394
2010,4,6,"Arizona","AZ","FemaleWhiteNonHispanic65To74",34297
2010,4,6,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",31281
2010,4,6,"Arizona","AZ","MaleWhiteNonHispanic18To24",25516
2010,4,6,"Arizona","AZ","MaleWhiteNonHispanic25To44",81414
2010,4,6,"Arizona","AZ","MaleWhiteNonHispanic45To64",87836
2010,4,6,"Arizona","AZ","MaleWhiteNonHispanic65To74",29305
2010,4,6,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",21950
2010,4,6,"Arizona","AZ","Female18To24",39706
2010,4,6,"Arizona","AZ","Female25To44",131675
2010,4,6,"Arizona","AZ","Female45To64",121399
2010,4,6,"Arizona","AZ","Female65To74",38982
2010,4,6,"Arizona","AZ","Female75AndOver",33798
2010,4,6,"Arizona","AZ","Male18To24",41101
2010,4,6,"Arizona","AZ","Male25To44",125522
2010,4,6,"Arizona","AZ","Male45To64",112949
2010,4,6,"Arizona","AZ","Male65To74",34555
2010,4,6,"Arizona","AZ","Male75AndOver",23714
2010,4,7,"Arizona","AZ","FemaleWhiteNonHispanic18To24",18241
2010,4,7,"Arizona","AZ","FemaleWhiteNonHispanic25To44",33192
2010,4,7,"Arizona","AZ","FemaleWhiteNonHispanic45To64",39574
2010,4,7,"Arizona","AZ","FemaleWhiteNonHispanic65To74",17367
2010,4,7,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",11361
2010,4,7,"Arizona","AZ","MaleWhiteNonHispanic18To24",15994
2010,4,7,"Arizona","AZ","MaleWhiteNonHispanic25To44",36166
2010,4,7,"Arizona","AZ","MaleWhiteNonHispanic45To64",40285
2010,4,7,"Arizona","AZ","MaleWhiteNonHispanic65To74",16204
2010,4,7,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",10943
2010,4,7,"Arizona","AZ","Female18To24",51553
2010,4,7,"Arizona","AZ","Female25To44",115657
2010,4,7,"Arizona","AZ","Female45To64",94296
2010,4,7,"Arizona","AZ","Female65To74",30029
2010,4,7,"Arizona","AZ","Female75AndOver",19213
2010,4,7,"Arizona","AZ","Male18To24",55066
2010,4,7,"Arizona","AZ","Male25To44",116976
2010,4,7,"Arizona","AZ","Male45To64",90540
2010,4,7,"Arizona","AZ","Male65To74",26375
2010,4,7,"Arizona","AZ","Male75AndOver",17001
2010,4,8,"Arizona","AZ","FemaleWhiteNonHispanic18To24",14956
2010,4,8,"Arizona","AZ","FemaleWhiteNonHispanic25To44",52771
2010,4,8,"Arizona","AZ","FemaleWhiteNonHispanic45To64",84983
2010,4,8,"Arizona","AZ","FemaleWhiteNonHispanic65To74",33809
2010,4,8,"Arizona","AZ","FemaleWhiteNonHispanic75AndOver",32867
2010,4,8,"Arizona","AZ","MaleWhiteNonHispanic18To24",18939
2010,4,8,"Arizona","AZ","MaleWhiteNonHispanic25To44",55720
2010,4,8,"Arizona","AZ","MaleWhiteNonHispanic45To64",78550
2010,4,8,"Arizona","AZ","MaleWhiteNonHispanic65To74",32649
2010,4,8,"Arizona","AZ","MaleWhiteNonHispanic75AndOver",25380
2010,4,8,"Arizona","AZ","Female18To24",29057
2010,4,8,"Arizona","AZ","Female25To44",86566
2010,4,8,"Arizona","AZ","Female45To64",112316
2010,4,8,"Arizona","AZ","Female65To74",39552
2010,4,8,"Arizona","AZ","Female75AndOver",37768
2010,4,8,"Arizona","AZ","Male18To24",32856
2010,4,8,"Arizona","AZ","Male25To44",87992
2010,4,8,"Arizona","AZ","Male45To64",101845
2010,4,8,"Arizona","AZ","Male65To74",37592
2010,4,8,"Arizona","AZ","Male75AndOver",27710
2010,5,1,"Arkansas","AR","FemaleWhiteNonHispanic18To24",22780
2010,5,1,"Arkansas","AR","FemaleWhiteNonHispanic25To44",63067
2010,5,1,"Arkansas","AR","FemaleWhiteNonHispanic45To64",77571
2010,5,1,"Arkansas","AR","FemaleWhiteNonHispanic65To74",29178
2010,5,1,"Arkansas","AR","FemaleWhiteNonHispanic75AndOver",25897
2010,5,1,"Arkansas","AR","MaleWhiteNonHispanic18To24",22355
2010,5,1,"Arkansas","AR","MaleWhiteNonHispanic25To44",64981
2010,5,1,"Arkansas","AR","MaleWhiteNonHispanic45To64",74527
2010,5,1,"Arkansas","AR","MaleWhiteNonHispanic65To74",26590
2010,5,1,"Arkansas","AR","MaleWhiteNonHispanic75AndOver",17383
2010,5,1,"Arkansas","AR","Female18To24",31942
2010,5,1,"Arkansas","AR","Female25To44",80538
2010,5,1,"Arkansas","AR","Female45To64",94232
2010,5,1,"Arkansas","AR","Female65To74",32547
2010,5,1,"Arkansas","AR","Female75AndOver",29079
2010,5,1,"Arkansas","AR","Male18To24",32316
2010,5,1,"Arkansas","AR","Male25To44",85591
2010,5,1,"Arkansas","AR","Male45To64",87718
2010,5,1,"Arkansas","AR","Male65To74",29508
2010,5,1,"Arkansas","AR","Male75AndOver",18962
2010,5,2,"Arkansas","AR","FemaleWhiteNonHispanic18To24",25492
2010,5,2,"Arkansas","AR","FemaleWhiteNonHispanic25To44",67976
2010,5,2,"Arkansas","AR","FemaleWhiteNonHispanic45To64",76287
2010,5,2,"Arkansas","AR","FemaleWhiteNonHispanic65To74",24423
2010,5,2,"Arkansas","AR","FemaleWhiteNonHispanic75AndOver",23058
2010,5,2,"Arkansas","AR","MaleWhiteNonHispanic18To24",24805
2010,5,2,"Arkansas","AR","MaleWhiteNonHispanic25To44",68959
2010,5,2,"Arkansas","AR","MaleWhiteNonHispanic45To64",72534
2010,5,2,"Arkansas","AR","MaleWhiteNonHispanic65To74",21981
2010,5,2,"Arkansas","AR","MaleWhiteNonHispanic75AndOver",14592
2010,5,2,"Arkansas","AR","Female18To24",39517
2010,5,2,"Arkansas","AR","Female25To44",103185
2010,5,2,"Arkansas","AR","Female45To64",100765
2010,5,2,"Arkansas","AR","Female65To74",28734
2010,5,2,"Arkansas","AR","Female75AndOver",26660
2010,5,2,"Arkansas","AR","Male18To24",38533
2010,5,2,"Arkansas","AR","Male25To44",101402
2010,5,2,"Arkansas","AR","Male45To64",93159
2010,5,2,"Arkansas","AR","Male65To74",24848
2010,5,2,"Arkansas","AR","Male75AndOver",16310
2010,5,3,"Arkansas","AR","FemaleWhiteNonHispanic18To24",33742
2010,5,3,"Arkansas","AR","FemaleWhiteNonHispanic25To44",80973
2010,5,3,"Arkansas","AR","FemaleWhiteNonHispanic45To64",91116
2010,5,3,"Arkansas","AR","FemaleWhiteNonHispanic65To74",29514
2010,5,3,"Arkansas","AR","FemaleWhiteNonHispanic75AndOver",26910
2010,5,3,"Arkansas","AR","MaleWhiteNonHispanic18To24",32852
2010,5,3,"Arkansas","AR","MaleWhiteNonHispanic25To44",83008
2010,5,3,"Arkansas","AR","MaleWhiteNonHispanic45To64",86657
2010,5,3,"Arkansas","AR","MaleWhiteNonHispanic65To74",26275
2010,5,3,"Arkansas","AR","MaleWhiteNonHispanic75AndOver",17976
2010,5,3,"Arkansas","AR","Female18To24",44185
2010,5,3,"Arkansas","AR","Female25To44",106392
2010,5,3,"Arkansas","AR","Female45To64",105364
2010,5,3,"Arkansas","AR","Female65To74",30949
2010,5,3,"Arkansas","AR","Female75AndOver",27770
2010,5,3,"Arkansas","AR","Male18To24",44112
2010,5,3,"Arkansas","AR","Male25To44",108763
2010,5,3,"Arkansas","AR","Male45To64",100330
2010,5,3,"Arkansas","AR","Male65To74",27828
2010,5,3,"Arkansas","AR","Male75AndOver",18484
2010,5,4,"Arkansas","AR","FemaleWhiteNonHispanic18To24",17067
2010,5,4,"Arkansas","AR","FemaleWhiteNonHispanic25To44",52065
2010,5,4,"Arkansas","AR","FemaleWhiteNonHispanic45To64",65187
2010,5,4,"Arkansas","AR","FemaleWhiteNonHispanic65To74",25852
2010,5,4,"Arkansas","AR","FemaleWhiteNonHispanic75AndOver",23867
2010,5,4,"Arkansas","AR","MaleWhiteNonHispanic18To24",19577
2010,5,4,"Arkansas","AR","MaleWhiteNonHispanic25To44",50745
2010,5,4,"Arkansas","AR","MaleWhiteNonHispanic45To64",65100
2010,5,4,"Arkansas","AR","MaleWhiteNonHispanic65To74",23551
2010,5,4,"Arkansas","AR","MaleWhiteNonHispanic75AndOver",15657
2010,5,4,"Arkansas","AR","Female18To24",29183
2010,5,4,"Arkansas","AR","Female25To44",79040
2010,5,4,"Arkansas","AR","Female45To64",90215
2010,5,4,"Arkansas","AR","Female65To74",31483
2010,5,4,"Arkansas","AR","Female75AndOver",29392
2010,5,4,"Arkansas","AR","Male18To24",31266
2010,5,4,"Arkansas","AR","Male25To44",74979
2010,5,4,"Arkansas","AR","Male45To64",87674
2010,5,4,"Arkansas","AR","Male65To74",29373
2010,5,4,"Arkansas","AR","Male75AndOver",18148
2010,6,1,"California","CA","FemaleWhiteNonHispanic18To24",23049
2010,6,1,"California","CA","FemaleWhiteNonHispanic25To44",49971
2010,6,1,"California","CA","FemaleWhiteNonHispanic45To64",75787
2010,6,1,"California","CA","FemaleWhiteNonHispanic65To74",22257
2010,6,1,"California","CA","FemaleWhiteNonHispanic75AndOver",22327
2010,6,1,"California","CA","MaleWhiteNonHispanic18To24",21700
2010,6,1,"California","CA","MaleWhiteNonHispanic25To44",51041
2010,6,1,"California","CA","MaleWhiteNonHispanic45To64",70801
2010,6,1,"California","CA","MaleWhiteNonHispanic65To74",21529
2010,6,1,"California","CA","MaleWhiteNonHispanic75AndOver",15558
2010,6,1,"California","CA","Female18To24",46315
2010,6,1,"California","CA","Female25To44",87010
2010,6,1,"California","CA","Female45To64",97145
2010,6,1,"California","CA","Female65To74",27322
2010,6,1,"California","CA","Female75AndOver",25954
2010,6,1,"California","CA","Male18To24",45938
2010,6,1,"California","CA","Male25To44",88232
2010,6,1,"California","CA","Male45To64",92201
2010,6,1,"California","CA","Male65To74",25321
2010,6,1,"California","CA","Male75AndOver",18032
2010,6,2,"California","CA","FemaleWhiteNonHispanic18To24",23217
2010,6,2,"California","CA","FemaleWhiteNonHispanic25To44",53660
2010,6,2,"California","CA","FemaleWhiteNonHispanic45To64",78737
2010,6,2,"California","CA","FemaleWhiteNonHispanic65To74",25527
2010,6,2,"California","CA","FemaleWhiteNonHispanic75AndOver",25192
2010,6,2,"California","CA","MaleWhiteNonHispanic18To24",25149
2010,6,2,"California","CA","MaleWhiteNonHispanic25To44",54891
2010,6,2,"California","CA","MaleWhiteNonHispanic45To64",73884
2010,6,2,"California","CA","MaleWhiteNonHispanic65To74",23524
2010,6,2,"California","CA","MaleWhiteNonHispanic75AndOver",18118
2010,6,2,"California","CA","Female18To24",36817
2010,6,2,"California","CA","Female25To44",81113
2010,6,2,"California","CA","Female45To64",97495
2010,6,2,"California","CA","Female65To74",30416
2010,6,2,"California","CA","Female75AndOver",28191
2010,6,2,"California","CA","Male18To24",40028
2010,6,2,"California","CA","Male25To44",86416
2010,6,2,"California","CA","Male45To64",92576
2010,6,2,"California","CA","Male65To74",28309
2010,6,2,"California","CA","Male75AndOver",19909
2010,6,3,"California","CA","FemaleWhiteNonHispanic18To24",18285
2010,6,3,"California","CA","FemaleWhiteNonHispanic25To44",56341
